Ranking,Name, ,Under Pressure Rating,% Break Points Converted,% Break Point Saved,% Tie Breaks Won,% Deciding Sets Won,Year
83,Yoshihito Nishioka,,133.5,32.0%,51.5%,0.0%,50.0%,2015
84,Nicolas Jarry,,133.3,25.0%,75.0%,0.0%,33.3%,2015
85,Taylor Fritz,,113.3,40.0%,73.3%,0.0%,0.0%,2015
86,Marton Fucsovics,,110.7,45.5%,65.2%,0.0%,0.0%,2015
87,Aslan Karatsev,,85.7,35.7%,50.0%,0.0%,0.0%,2015
88,Laslo Djere,,85.0,25.0%,60.0%,0.0%,0.0%,2015
89,Tommy Paul,,81.4,42.9%,38.5%,0.0%,0.0%,2015
90,Christopher Eubanks,,63.6,0.0%,63.6%,0.0%,0.0%,2015
1,Novak Djokovic,,273.6,43.5%,68.1%,73.1%,88.9%,2016
2,Andy Murray,,260.0,45.3%,66.4%,70.0%,78.3%,2016
3,Juan Martin del Potro,,250.4,38.2%,63.9%,65.0%,83.3%,2016
4,Kei Nishikori,,248.1,43.0%,67.4%,64.0%,73.7%,2016
5,Dominic Thiem,,244.2,39.6%,60.0%,57.1%,87.5%,2016
6,Lucas Pouille,,239.3,40.4%,60.8%,66.7%,71.4%,2016
7,Milos Raonic,,237.5,35.5%,69.4%,65.9%,66.7%,2016
8,Viktor Troicki,,237.4,38.2%,61.8%,69.2%,68.2%,2016
9,Richard Gasquet,,237.1,43.6%,61.1%,78.6%,53.8%,2016
10,Tomas Berdych,,233.3,39.2%,63.8%,51.7%,78.6%,2016
11,Ivo Karlovic,,230.3,29.7%,72.7%,61.2%,66.7%,2016
12,Alexander Zverev,,229.9,42.5%,63.1%,61.3%,63.0%,2016
13,Kyle Edmund,,228.4,39.5%,63.9%,75.0%,50.0%,2016
14,Jo-Wilfried Tsonga,,227.4,34.7%,68.9%,57.1%,66.7%,2016
15,Jack Sock,,224.2,35.6%,63.5%,56.7%,68.4%,2016
16,Stan Wawrinka,,224.0,38.9%,68.3%,60.5%,56.3%,2016
17,Roberto Bautista Agut,,223.5,41.4%,64.3%,56.3%,61.5%,2016
18,Juan Monaco,,221.7,39.5%,58.9%,40.0%,83.3%,2016
19,Philipp Kohlschreiber,,217.5,37.2%,62.2%,46.7%,71.4%,2016
20,Andreas Seppi,,216.6,40.9%,62.1%,50.0%,63.6%,2016
21,Nick Kyrgios,,215.1,37.4%,69.4%,62.1%,46.2%,2016
22,Rafael Nadal,,215.1,45.5%,69.6%,40.0%,60.0%,2016
23,Grigor Dimitrov,,213.4,36.8%,59.9%,64.7%,52.0%,2016
24,Nicolas Mahut,,213.3,46.1%,58.6%,45.0%,63.6%,2016
25,Paolo Lorenzi,,213.0,43.4%,57.3%,47.6%,64.7%,2016
26,Gilles Simon,,212.9,43.7%,58.5%,54.2%,56.5%,2016
27,Illya Marchenko,,211.7,43.5%,62.6%,50.0%,55.6%,2016
28,Lukas Rosol,,211.2,35.4%,68.7%,57.1%,50.0%,2016
29,Gael Monfils,,210.0,45.8%,62.2%,59.1%,42.9%,2016
30,Pablo Cuevas,,209.4,38.4%,67.8%,48.7%,54.5%,2016
31,Rajeev Ram,,209.2,31.5%,59.3%,68.4%,50.0%,2016
32,Gilles Muller,,209.0,32.8%,67.3%,53.3%,55.6%,2016
33,Alexandr Dolgopolov,,207.4,37.7%,61.3%,66.7%,41.7%,2016
34,Pablo Carreno Busta,,207.1,45.6%,55.9%,50.0%,55.6%,2016
35,Fabio Fognini,,206.7,45.4%,61.6%,47.1%,52.6%,2016
36,Feliciano Lopez,,206.6,35.2%,64.6%,56.8%,50.0%,2016
37,Borna Coric,,205.5,34.8%,54.0%,52.4%,64.3%,2016
38,David Goffin,,205.4,43.4%,62.0%,42.3%,57.7%,2016
39,Bernard Tomic,,205.1,39.2%,65.2%,44.4%,56.3%,2016
40,Paul-Henri Mathieu,,204.6,41.2%,60.9%,56.3%,46.2%,2016
41,Marin Cilic,,204.1,37.8%,63.2%,45.2%,57.9%,2016
42,Mikhail Youzhny,,203.9,37.7%,61.0%,66.7%,38.5%,2016
43,Dusan Lajovic,,203.6,36.0%,57.6%,50.0%,60.0%,2016
44,Stephane Robert,,203.5,40.1%,57.6%,30.8%,75.0%,2016
45,Sam Querrey,,202.8,36.9%,64.4%,54.1%,47.4%,2016
46,David Ferrer,,202.4,41.3%,63.2%,40.0%,57.9%,2016
47,Steve Johnson,,202.2,32.9%,70.5%,57.1%,41.7%,2016
48,Marcos Baghdatis,,200.8,41.6%,58.5%,54.5%,46.2%,2016
49,Albert Ramos-Vinolas,,200.7,41.1%,62.7%,33.3%,63.6%,2016
50,Robin Haase,,199.5,35.4%,61.2%,52.9%,50.0%,2016
51,Damir Dzumhur,,199.3,44.7%,58.1%,31.3%,65.2%,2016
52,John Isner,,199.2,31.7%,69.3%,50.8%,47.4%,2016
53,Federico Delbonis,,198.2,41.9%,60.6%,53.6%,42.1%,2016
54,Daniel Evans,,198.1,39.2%,66.0%,64.3%,28.6%,2016
55,Guillermo Garcia-Lopez,,197.9,35.9%,59.6%,66.7%,35.7%,2016
56,John Millman,,197.8,45.2%,54.4%,29.4%,68.8%,2016
57,Karen Khachanov,,197.0,42.7%,65.8%,38.5%,50.0%,2016
58,Taylor Fritz,,196.1,35.0%,64.4%,50.0%,46.7%,2016
59,Aljaz Bedene,,195.8,36.5%,58.5%,57.9%,42.9%,2016
60,Thomaz Bellucci,,195.6,39.6%,59.3%,53.8%,42.9%,2016
61,Andrey Kuznetsov,,195.4,39.9%,61.7%,56.3%,37.5%,2016
62,Diego Schwartzman,,194.9,46.6%,56.6%,46.2%,45.5%,2016
63,Jiri Vesely,,193.9,34.9%,63.8%,48.1%,47.1%,2016
64,Lorenzo Sonego,,193.3,33.3%,60.0%,100.0%,0.0%,2016
65,Mikhail Kukushkin,,192.4,38.6%,60.0%,53.8%,40.0%,2016
66,Benoit Paire,,192.4,40.0%,60.9%,43.5%,48.0%,2016
67,Adrian Mannarino,,191.5,40.7%,59.0%,31.8%,60.0%,2016
68,Fernando Verdasco,,190.1,37.8%,63.4%,55.6%,33.3%,2016
69,Nicolas Almagro,,189.4,35.8%,58.6%,47.6%,47.4%,2016
70,Donald Young,,188.9,37.3%,61.0%,46.2%,44.4%,2016
71,Jan-Lennard Struff,,188.7,35.2%,58.7%,61.5%,33.3%,2016
72,Malek Jaziri,,188.1,33.9%,67.1%,47.1%,40.0%,2016
73,Marcel Granollers,,188.0,40.6%,59.9%,54.2%,33.3%,2016
74,Inigo Cervantes,,183.4,38.5%,56.0%,38.9%,50.0%,2016
75,Vasek Pospisil,,177.9,37.8%,55.0%,47.6%,37.5%,2016
76,Kevin Anderson,,177.2,32.3%,66.3%,50.0%,28.6%,2016
77,Teymuraz Gabashvili,,176.1,39.7%,62.0%,44.4%,30.0%,2016
78,Joao Sousa,,174.0,38.0%,55.1%,40.0%,40.9%,2016
79,Guido Pella,,172.9,36.0%,69.7%,30.4%,36.8%,2016
80,Jeremy Chardy,,170.1,39.3%,61.4%,29.4%,40.0%,2016
81,Yoshihito Nishioka,,163.5,41.5%,60.1%,33.3%,28.6%,2016
82,Alexander Bublik,,160.5,50.0%,60.5%,0.0%,50.0%,2016
83,Daniil Medvedev,,159.0,35.2%,58.8%,25.0%,40.0%,2016
84,Andrey Rublev,,142.8,39.3%,53.5%,0.0%,50.0%,2016
85,Frances Tiafoe,,132.1,37.5%,52.9%,16.7%,25.0%,2016
86,Christopher Eubanks,,100.0,0.0%,100.0%,0.0%,0.0%,2016
87,Tommy Paul,,96.6,45.2%,51.4%,0.0%,0.0%,2016
88,Nicolas Jarry,,90.8,30.8%,60.0%,0.0%,0.0%,2016
89,Aslan Karatsev,,90.1,28.6%,61.5%,0.0%,0.0%,2016
90,Laslo Djere,,76.2,33.3%,42.9%,0.0%,0.0%,2016
91,Mackenzie McDonald,,64.0,22.6%,41.4%,0.0%,0.0%,2016
92,Casper Ruud,,50.0,16.7%,33.3%,0.0%,0.0%,2016
1,Laslo Djere,,266.3,37.8%,61.8%,100.0%,66.7%,2017
2,Roger Federer,,259.1,40.3%,67.5%,70.0%,81.3%,2017
3,Christopher Eubanks,,250.7,38.5%,62.2%,100.0%,50.0%,2017
4,Stan Wawrinka,,250.5,40.1%,65.4%,70.0%,75.0%,2017
5,Novak Djokovic,,249.7,44.6%,62.6%,62.5%,80.0%,2017
6,Alex de Minaur,,248.6,29.7%,52.2%,66.7%,100.0%,2017
7,Donald Young,,243.2,42.2%,61.7%,77.8%,61.5%,2017
8,Gilles Muller,,243.1,35.8%,72.6%,65.5%,69.2%,2017
9,Juan Martin del Potro,,241.4,38.5%,60.3%,72.0%,70.6%,2017
10,Rafael Nadal,,241.2,41.4%,70.3%,65.2%,64.3%,2017
11,David Goffin,,241.1,41.2%,64.2%,57.1%,78.6%,2017
12,Milos Raonic,,240.5,35.0%,66.2%,59.3%,80.0%,2017
13,Sebastian Ofner,,235.4,32.4%,69.7%,33.3%,100.0%,2017
14,Daniel Evans,,233.7,44.5%,55.3%,62.5%,71.4%,2017
15,Alexander Zverev,,233.1,45.0%,64.4%,59.4%,64.3%,2017
16,Pablo Carreno Busta,,231.9,43.3%,62.2%,70.8%,55.6%,2017
17,Jack Sock,,230.8,36.0%,59.5%,71.0%,64.3%,2017
18,Andrey Rublev,,228.7,42.8%,60.7%,56.0%,69.2%,2017
19,Marcos Baghdatis,,227.6,36.4%,62.4%,53.8%,75.0%,2017
20,Grigor Dimitrov,,224.9,38.4%,69.7%,63.0%,53.8%,2017
21,Fabio Fognini,,224.8,39.0%,59.1%,60.0%,66.7%,2017
22,Kei Nishikori,,224.5,42.9%,63.6%,47.4%,70.6%,2017
23,Sam Querrey,,223.1,43.1%,63.4%,51.9%,64.7%,2017
24,John Isner,,222.5,33.9%,71.1%,62.5%,55.0%,2017
25,Daniil Medvedev,,221.9,38.0%,64.2%,60.9%,58.8%,2017
26,Viktor Troicki,,221.8,37.3%,58.3%,61.9%,64.3%,2017
27,Philipp Kohlschreiber,,221.6,41.2%,64.4%,56.0%,60.0%,2017
28,Damir Dzumhur,,219.6,47.9%,59.4%,56.3%,56.0%,2017
29,Lucas Pouille,,219.4,41.2%,65.1%,48.4%,64.7%,2017
30,Yuichi Sugita,,219.0,43.3%,59.4%,62.5%,53.8%,2017
31,Hyeon Chung,,217.9,41.2%,62.9%,60.0%,53.8%,2017
32,Denis Istomin,,215.1,35.9%,62.9%,56.3%,60.0%,2017
33,Jo-Wilfried Tsonga,,214.7,40.4%,64.4%,53.6%,56.3%,2017
34,Tomas Berdych,,212.7,42.6%,66.7%,56.7%,46.7%,2017
35,Nick Kyrgios,,211.9,38.0%,63.4%,65.0%,45.5%,2017
36,Horacio Zeballos,,211.4,37.1%,57.6%,50.0%,66.7%,2017
37,Alexandr Dolgopolov,,209.4,39.7%,59.9%,63.6%,46.2%,2017
38,Adrian Mannarino,,208.6,44.0%,57.9%,40.0%,66.7%,2017
39,Andreas Seppi,,207.8,42.5%,61.9%,40.9%,62.5%,2017
40,Kevin Anderson,,207.6,35.2%,69.6%,52.8%,50.0%,2017
41,Mischa Zverev,,207.3,41.8%,64.8%,40.7%,60.0%,2017
42,Yoshihito Nishioka,,207.2,42.3%,64.9%,33.3%,66.7%,2017
43,Roberto Bautista Agut,,206.9,42.5%,59.9%,54.5%,50.0%,2017
44,Steve Johnson,,205.2,39.0%,63.3%,50.0%,52.9%,2017
45,Rogerio Dutra Silva,,205.0,32.3%,56.7%,61.5%,54.5%,2017
46,Feliciano Lopez,,204.2,34.8%,65.4%,51.6%,52.4%,2017
47,Gael Monfils,,203.6,41.2%,62.4%,50.0%,50.0%,2017
48,Nicolas Mahut,,203.2,30.3%,62.4%,64.3%,46.2%,2017
49,Andy Murray,,202.8,47.8%,55.8%,70.6%,28.6%,2017
50,David Ferrer,,202.1,37.7%,62.0%,35.7%,66.7%,2017
51,Albert Ramos-Vinolas,,201.0,38.9%,61.7%,44.1%,56.3%,2017
52,Tommy Paul,,200.9,31.7%,62.5%,40.0%,66.7%,2017
53,Nikoloz Basilashvili,,200.7,37.2%,57.8%,70.0%,35.7%,2017
54,Carlos Berlocq,,200.5,42.2%,57.3%,62.5%,38.5%,2017
55,Benoit Paire,,200.3,42.8%,60.8%,65.4%,31.3%,2017
56,Jeremy Chardy,,199.9,36.1%,63.8%,50.0%,50.0%,2017
57,Pablo Cuevas,,199.0,40.2%,59.6%,42.9%,56.3%,2017
58,Marin Cilic,,197.9,38.2%,60.9%,53.3%,45.5%,2017
59,Richard Gasquet,,197.6,40.9%,64.1%,29.4%,63.2%,2017
60,Fernando Verdasco,,197.5,41.4%,60.8%,66.7%,28.6%,2017
61,Jiri Vesely,,196.7,43.8%,61.3%,31.6%,60.0%,2017
62,Guido Pella,,196.6,38.8%,64.3%,55.0%,38.5%,2017
63,Ivo Karlovic,,196.5,29.1%,72.4%,40.5%,54.5%,2017
64,Borna Coric,,195.8,37.3%,67.3%,50.0%,41.2%,2017
65,Aljaz Bedene,,195.6,37.6%,56.9%,37.5%,63.6%,2017
66,Ryan Harrison,,193.7,37.5%,62.6%,30.0%,63.6%,2017
67,Dominic Thiem,,193.5,40.2%,66.5%,50.0%,36.8%,2017
68,Thiago Monteiro,,189.7,38.5%,57.4%,62.5%,31.3%,2017
69,Jan-Lennard Struff,,189.5,35.8%,65.8%,37.9%,50.0%,2017
70,Steve Darcis,,189.2,46.4%,58.1%,22.2%,62.5%,2017
71,Karen Khachanov,,186.7,37.1%,60.5%,44.7%,44.4%,2017
72,Paolo Lorenzi,,185.9,36.5%,58.9%,48.4%,42.1%,2017
73,Gilles Simon,,185.7,42.9%,59.5%,33.3%,50.0%,2017
74,Jared Donaldson,,185.3,37.0%,59.9%,44.0%,44.4%,2017
75,Alexander Bublik,,184.5,35.7%,48.8%,0.0%,100.0%,2017
76,Malek Jaziri,,183.4,37.7%,57.3%,46.7%,41.7%,2017
77,Diego Schwartzman,,183.1,43.5%,56.7%,40.0%,42.9%,2017
78,Kyle Edmund,,180.5,39.4%,63.1%,50.0%,28.0%,2017
79,Casper Ruud,,179.5,40.7%,65.5%,40.0%,33.3%,2017
80,Cameron Norrie,,178.0,28.0%,50.0%,100.0%,0.0%,2017
81,Taylor Fritz,,177.1,38.1%,55.7%,33.3%,50.0%,2017
82,Dusan Lajovic,,176.5,42.2%,64.0%,15.8%,54.5%,2017
83,Mikhail Youzhny,,175.6,39.9%,61.9%,55.6%,18.2%,2017
84,Dustin Brown,,174.9,36.8%,54.8%,50.0%,33.3%,2017
85,Stefanos Tsitsipas,,174.7,33.3%,58.1%,50.0%,33.3%,2017
86,Thomaz Bellucci,,172.4,39.7%,54.2%,40.0%,38.5%,2017
87,Joao Sousa,,172.0,39.2%,59.5%,40.0%,33.3%,2017
88,Robin Haase,,171.1,36.6%,60.3%,40.9%,33.3%,2017
89,Andrey Kuznetsov,,170.7,36.0%,56.7%,36.8%,41.2%,2017
90,Frances Tiafoe,,126.3,38.5%,52.4%,15.4%,20.0%,2017
91,Tallon Griekspoor,,92.1,33.3%,58.8%,0.0%,0.0%,2017
92,Nicolas Jarry,,88.1,21.4%,66.7%,0.0%,0.0%,2017
93,Roman Safiullin,,57.1,0.0%,57.1%,0.0%,0.0%,2017
1,Kei Nishikori,,253.3,42.6%,62.8%,77.3%,70.6%,2018
2,Rafael Nadal,,252.2,45.6%,70.5%,64.7%,71.4%,2018
3,Tommy Paul,,249.6,29.2%,70.4%,50.0%,100.0%,2018
4,Taro Daniel,,245.0,38.9%,59.4%,80.0%,66.7%,2018
5,Roger Federer,,240.4,41.9%,68.4%,61.3%,68.8%,2018
6,Alexander Bublik,,238.6,40.0%,48.6%,50.0%,100.0%,2018
7,Kevin Anderson,,236.2,35.4%,64.3%,61.5%,75.0%,2018
8,Yoshihito Nishioka,,235.5,38.2%,54.5%,85.7%,57.1%,2018
9,Juan Martin del Potro,,234.0,39.0%,62.6%,68.8%,63.6%,2018
10,Nick Kyrgios,,232.0,41.6%,68.5%,53.1%,68.8%,2018
11,Richard Gasquet,,231.9,43.2%,57.2%,61.5%,70.0%,2018
12,Dominic Thiem,,229.4,39.3%,65.3%,54.8%,70.0%,2018
13,David Goffin,,228.6,46.0%,59.9%,50.0%,72.7%,2018
14,Evgeny Donskoy,,228.1,34.9%,65.4%,77.8%,50.0%,2018
15,Alexander Zverev,,226.0,42.1%,58.0%,71.4%,54.5%,2018
16,Feliciano Lopez,,225.9,32.1%,63.3%,59.1%,71.4%,2018
17,Novak Djokovic,,224.3,39.9%,64.8%,62.5%,57.1%,2018
18,Nikoloz Basilashvili,,223.2,36.6%,60.5%,63.6%,62.5%,2018
19,Taylor Fritz,,223.1,37.5%,63.0%,70.0%,52.6%,2018
20,Marco Cecchinato,,222.9,35.6%,59.8%,54.2%,73.3%,2018
21,Roberto Bautista Agut,,221.9,41.8%,63.6%,40.0%,76.5%,2018
22,Jeremy Chardy,,221.6,35.2%,60.1%,57.1%,69.2%,2018
23,Stefanos Tsitsipas,,221.4,40.5%,63.7%,53.2%,64.0%,2018
24,Grigor Dimitrov,,219.4,35.8%,63.2%,62.5%,57.9%,2018
25,Hyeon Chung,,218.4,43.9%,59.1%,59.1%,56.3%,2018
26,Denis Shapovalov,,217.4,40.2%,64.1%,40.0%,73.1%,2018
27,Pablo Carreno Busta,,217.3,44.2%,62.6%,48.0%,62.5%,2018
28,Daniil Medvedev,,217.2,38.6%,61.7%,55.0%,61.9%,2018
29,Frances Tiafoe,,215.5,37.4%,65.3%,51.7%,61.1%,2018
30,Adrian Mannarino,,215.2,45.6%,59.3%,68.2%,42.1%,2018
31,Fabio Fognini,,215.1,44.6%,57.1%,46.7%,66.7%,2018
32,Lorenzo Sonego,,214.9,33.3%,59.1%,62.5%,60.0%,2018
33,Andrey Rublev,,212.5,36.7%,62.7%,46.4%,66.7%,2018
34,Malek Jaziri,,212.5,41.2%,60.3%,46.7%,64.3%,2018
35,Milos Raonic,,211.7,36.6%,63.0%,62.1%,50.0%,2018
36,Lucas Pouille,,211.2,36.4%,65.8%,42.3%,66.7%,2018
37,Roberto Carballes Baena,,211.0,40.2%,59.7%,61.1%,50.0%,2018
38,Pierre-Hugues Herbert,,210.9,41.7%,66.6%,50.0%,52.6%,2018
39,Peter Gojowczyk,,210.3,35.6%,58.5%,42.9%,73.3%,2018
40,Alex de Minaur,,208.8,38.6%,65.6%,51.7%,52.9%,2018
41,Steve Johnson,,208.2,36.3%,70.7%,58.3%,42.9%,2018
42,Kyle Edmund,,207.8,39.0%,65.4%,56.0%,47.4%,2018
43,Gael Monfils,,207.2,46.4%,58.4%,50.0%,52.4%,2018
44,John Isner,,206.1,27.6%,68.9%,53.6%,56.0%,2018
45,Karen Khachanov,,205.5,41.6%,66.3%,47.6%,50.0%,2018
46,Borna Coric,,205.4,43.2%,62.2%,41.2%,58.8%,2018
47,John Millman,,205.1,41.2%,61.8%,42.1%,60.0%,2018
48,Andy Murray,,204.4,41.1%,63.3%,33.3%,66.7%,2018
49,Matthew Ebden,,204.4,41.1%,59.5%,50.0%,53.8%,2018
50,Albert Ramos-Vinolas,,204.0,36.1%,59.4%,61.1%,47.4%,2018
51,Jan-Lennard Struff,,203.2,44.7%,59.4%,51.7%,47.4%,2018
52,Marin Cilic,,202.7,36.0%,65.4%,51.3%,50.0%,2018
53,Laslo Djere,,202.3,29.8%,64.9%,40.9%,66.7%,2018
54,Robin Haase,,202.2,41.7%,59.1%,53.3%,48.1%,2018
55,Joao Sousa,,202.0,36.2%,53.6%,54.5%,57.7%,2018
56,Benoit Paire,,201.7,40.6%,56.4%,57.1%,47.6%,2018
57,Mackenzie McDonald,,200.7,41.7%,62.3%,66.7%,30.0%,2018
58,Gilles Simon,,200.6,41.9%,59.0%,56.8%,42.9%,2018
59,Nicolas Jarry,,200.5,36.6%,63.0%,52.9%,48.0%,2018
60,Ryan Harrison,,199.3,38.1%,63.3%,37.9%,60.0%,2018
61,Philipp Kohlschreiber,,198.2,39.5%,63.8%,47.8%,47.1%,2018
62,Guido Pella,,197.9,37.6%,59.7%,45.0%,55.6%,2018
63,Mikhail Kukushkin,,197.6,38.2%,65.9%,55.0%,38.5%,2018
64,Diego Schwartzman,,197.5,41.4%,58.5%,33.3%,64.3%,2018
65,Guillermo Garcia-Lopez,,197.3,36.5%,57.2%,53.6%,50.0%,2018
66,Aljaz Bedene,,197.1,34.7%,62.4%,50.0%,50.0%,2018
67,Matteo Berrettini,,195.4,31.7%,60.8%,52.9%,50.0%,2018
68,Jiri Vesely,,195.3,32.0%,66.0%,52.9%,44.4%,2018
69,Ugo Humbert,,194.9,47.8%,57.1%,40.0%,50.0%,2018
70,Damir Dzumhur,,193.9,43.2%,55.7%,55.0%,40.0%,2018
71,Felix Auger-Aliassime,,193.7,38.3%,61.8%,71.4%,22.2%,2018
72,Tennys Sandgren,,193.3,40.7%,63.5%,39.1%,50.0%,2018
73,Marton Fucsovics,,192.9,40.1%,63.9%,55.6%,33.3%,2018
74,Andreas Seppi,,192.5,40.4%,62.6%,52.0%,37.5%,2018
75,Fernando Verdasco,,191.8,41.2%,60.9%,32.0%,57.7%,2018
76,Maximilian Marterer,,191.3,35.2%,62.3%,40.0%,53.8%,2018
77,Dusan Lajovic,,190.8,41.6%,62.1%,47.1%,40.0%,2018
78,Jared Donaldson,,190.2,39.7%,58.3%,63.6%,28.6%,2018
79,Tallon Griekspoor,,189.9,44.4%,45.5%,0.0%,100.0%,2018
80,Radu Albot,,189.1,37.0%,56.6%,41.7%,53.8%,2018
81,Stan Wawrinka,,189.0,30.4%,63.4%,61.9%,33.3%,2018
82,Leonardo Mayer,,187.2,38.7%,60.4%,50.0%,38.1%,2018
83,Marius Copil,,179.1,33.5%,64.6%,56.0%,25.0%,2018
84,Denis Istomin,,175.8,33.3%,62.5%,40.0%,40.0%,2018
85,Casper Ruud,,172.4,41.0%,61.4%,20.0%,50.0%,2018
86,Cameron Norrie,,172.3,40.7%,68.3%,33.3%,30.0%,2018
87,Sam Querrey,,172.1,39.8%,63.7%,33.3%,35.3%,2018
88,Mischa Zverev,,166.0,34.8%,58.7%,41.2%,31.3%,2018
89,Filip Krajinovic,,165.0,36.1%,59.2%,36.4%,33.3%,2018
90,Alexei Popyrin,,159.9,31.8%,61.4%,66.7%,0.0%,2018
91,Jack Sock,,159.1,34.6%,64.1%,53.3%,7.1%,2018
92,Hubert Hurkacz,,148.1,35.9%,64.9%,27.3%,20.0%,2018
93,Yuichi Sugita,,141.9,32.4%,58.0%,33.3%,18.2%,2018
94,Daniel Evans,,133.4,66.7%,66.7%,0.0%,0.0%,2018
95,Max Purcell,,128.6,100.0%,28.6%,0.0%,0.0%,2018
96,Sebastian Korda,,113.5,42.9%,70.6%,0.0%,0.0%,2018
97,Sebastian Ofner,,111.6,57.1%,54.5%,0.0%,0.0%,2018
98,Christopher Eubanks,,80.0,60.0%,20.0%,0.0%,0.0%,2018
1,Rafael Nadal,,250.0,44.9%,67.6%,62.5%,75.0%,2019
2,Roger Federer,,246.3,40.9%,71.1%,76.0%,58.3%,2019
3,Dominic Thiem,,242.2,41.7%,62.0%,55.2%,83.3%,2019
4,Jo-Wilfried Tsonga,,238.7,40.6%,66.7%,71.4%,60.0%,2019
5,Guido Pella,,236.3,37.4%,64.2%,68.0%,66.7%,2019
6,Novak Djokovic,,234.5,49.0%,63.8%,75.0%,46.7%,2019
7,Nick Kyrgios,,234.1,44.4%,66.1%,62.1%,61.5%,2019
8,Cristian Garin,,233.6,40.5%,64.6%,55.2%,73.3%,2019
9,Felix Auger-Aliassime,,232.1,40.5%,63.8%,69.0%,58.8%,2019
10,Fabio Fognini,,230.3,44.3%,58.1%,63.6%,64.3%,2019
11,Stefanos Tsitsipas,,224.4,36.4%,65.0%,71.1%,51.9%,2019
12,Gael Monfils,,222.8,41.1%,63.8%,48.3%,69.6%,2019
13,Matteo Berrettini,,222.7,37.5%,68.8%,56.4%,60.0%,2019
14,Diego Schwartzman,,222.1,41.9%,57.8%,54.2%,68.2%,2019
15,Andrey Rublev,,220.7,36.5%,61.2%,48.0%,75.0%,2019
16,Alexander Bublik,,220.5,38.2%,56.0%,57.1%,69.2%,2019
17,Daniil Medvedev,,219.3,43.4%,61.2%,69.7%,45.0%,2019
18,Richard Gasquet,,217.5,32.7%,63.6%,66.7%,54.5%,2019
19,Borna Coric,,217.3,37.5%,64.4%,50.0%,65.4%,2019
20,Denis Shapovalov,,215.4,38.1%,65.3%,52.0%,60.0%,2019
21,Pierre-Hugues Herbert,,214.1,37.3%,63.9%,52.9%,60.0%,2019
22,Andreas Seppi,,213.5,39.9%,58.1%,68.4%,47.1%,2019
23,Kei Nishikori,,213.4,41.8%,58.7%,52.9%,60.0%,2019
24,Alexander Zverev,,212.2,38.7%,59.6%,59.4%,54.5%,2019
25,Filip Krajinovic,,212.2,42.1%,61.3%,50.0%,58.8%,2019
26,Laslo Djere,,211.8,35.9%,59.2%,44.0%,72.7%,2019
27,Radu Albot,,211.5,38.4%,58.8%,64.3%,50.0%,2019
28,Mackenzie McDonald,,211.3,42.1%,63.6%,50.0%,55.6%,2019
29,Andy Murray,,211.3,38.2%,60.2%,46.2%,66.7%,2019
30,John Isner,,210.6,29.1%,72.4%,55.8%,53.3%,2019
31,Benoit Paire,,210.5,38.3%,61.9%,58.1%,52.2%,2019
32,Pablo Andujar,,210.5,38.6%,52.7%,63.6%,55.6%,2019
33,Miomir Kecmanovic,,209.8,39.3%,64.7%,43.3%,62.5%,2019
34,Damir Dzumhur,,209.8,34.2%,59.4%,27.3%,88.9%,2019
35,Marin Cilic,,209.2,34.7%,65.0%,64.0%,45.5%,2019
36,Stan Wawrinka,,208.6,36.5%,70.5%,59.5%,42.1%,2019
37,David Goffin,,208.0,41.5%,56.0%,52.2%,58.3%,2019
38,Nicolas Jarry,,207.5,43.2%,64.3%,50.0%,50.0%,2019
39,Jannik Sinner,,207.5,37.5%,58.9%,11.1%,100.0%,2019
40,Hubert Hurkacz,,205.9,37.8%,65.2%,45.8%,57.1%,2019
41,Nikoloz Basilashvili,,205.7,41.8%,59.8%,52.2%,51.9%,2019
42,Alex de Minaur,,205.7,41.9%,59.0%,58.6%,46.2%,2019
43,Taylor Fritz,,205.3,34.7%,59.9%,60.7%,50.0%,2019
44,Yoshihito Nishioka,,205.2,41.2%,60.7%,57.1%,46.2%,2019
45,Gilles Simon,,204.9,38.0%,63.7%,40.0%,63.2%,2019
46,Adrian Mannarino,,204.0,43.6%,59.5%,40.9%,60.0%,2019
47,Aljaz Bedene,,203.3,43.2%,61.5%,52.4%,46.2%,2019
48,Lucas Pouille,,202.4,37.1%,63.4%,51.9%,50.0%,2019
49,Milos Raonic,,202.0,31.9%,68.9%,67.9%,33.3%,2019
50,Pablo Cuevas,,201.7,42.4%,57.0%,55.6%,46.7%,2019
51,Sam Querrey,,201.6,32.9%,62.8%,55.9%,50.0%,2019
52,Casper Ruud,,201.1,44.4%,61.8%,31.3%,63.6%,2019
53,Daniel Evans,,201.1,37.5%,63.1%,58.8%,41.7%,2019
54,Roberto Carballes Baena,,200.9,46.8%,61.2%,42.9%,50.0%,2019
55,Juan Ignacio Londero,,200.6,36.5%,64.1%,50.0%,50.0%,2019
56,Joao Sousa,,200.1,37.3%,60.5%,45.8%,56.5%,2019
57,Jan-Lennard Struff,,199.9,37.5%,64.1%,48.3%,50.0%,2019
58,Jeremy Chardy,,199.7,37.3%,64.9%,35.0%,62.5%,2019
59,Reilly Opelka,,199.3,28.8%,66.1%,52.0%,52.4%,2019
60,Leonardo Mayer,,198.2,34.8%,62.3%,65.4%,35.7%,2019
61,Denis Kudla,,197.8,37.6%,54.6%,50.0%,55.6%,2019
